"Quarter"	"LAName"	"LACode"	"variable"	"value"
2018 Q3	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	83
2018 Q3	"West Lothian"	"S12000040"	"Total ULEVs"	268
2018 Q2	"Aberdeen City"	"S12000033"	"Total ULEVs"	361
2018 Q2	"Aberdeenshire"	"S12000034"	"Total ULEVs"	500
2018 Q2	"Angus"	"S12000041"	"Total ULEVs"	184
2018 Q2	"Argyll and Bute"	"S12000035"	"Total ULEVs"	129
2018 Q2	"City of Edinburgh"	"S12000036"	"Total ULEVs"	792
2018 Q2	"Clackmannanshire"	"S12000005"	"Total ULEVs"	69
2018 Q2	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	150
2018 Q2	"Dundee City"	"S12000042"	"Total ULEVs"	329
2018 Q2	"East Ayrshire"	"S12000008"	"Total ULEVs"	112
2018 Q2	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	154
2018 Q2	"East Lothian"	"S12000010"	"Total ULEVs"	192
2018 Q2	"East Renfrewshire"	"S12000011"	"Total ULEVs"	175
2018 Q2	"Falkirk"	"S12000014"	"Total ULEVs"	152
2018 Q2	"Fife"	"S12000047"	"Total ULEVs"	541
2018 Q2	"Glasgow City"	"S12000049"	"Total ULEVs"	477
2018 Q2	"Highland"	"S12000017"	"Total ULEVs"	252
2018 Q2	"Inverclyde"	"S12000018"	"Total ULEVs"	63
2018 Q2	"Midlothian"	"S12000019"	"Total ULEVs"	139
2018 Q2	"Moray"	"S12000020"	"Total ULEVs"	85
2018 Q2	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	21
2018 Q2	"North Ayrshire"	"S12000021"	"Total ULEVs"	119
2018 Q2	"North Lanarkshire"	"S12000050"	"Total ULEVs"	261
2018 Q2	"Orkney Islands"	"S12000023"	"Total ULEVs"	198
2018 Q2	"Perth and Kinross"	"S12000048"	"Total ULEVs"	303
2018 Q2	"Renfrewshire"	"S12000038"	"Total ULEVs"	1613
2018 Q2	"Scottish Borders"	"S12000026"	"Total ULEVs"	211
2018 Q2	"Shetland Islands"	"S12000027"	"Total ULEVs"	43
2018 Q2	"South Ayrshire"	"S12000028"	"Total ULEVs"	127
2018 Q2	"South Lanarkshire"	"S12000029"	"Total ULEVs"	344
2018 Q2	"Stirling"	"S12000030"	"Total ULEVs"	806
2018 Q2	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	76
2018 Q2	"West Lothian"	"S12000040"	"Total ULEVs"	233
2018 Q1	"Aberdeen City"	"S12000033"	"Total ULEVs"	344
2018 Q1	"Aberdeenshire"	"S12000034"	"Total ULEVs"	458
2018 Q1	"Angus"	"S12000041"	"Total ULEVs"	157
2018 Q1	"Argyll and Bute"	"S12000035"	"Total ULEVs"	124
2018 Q1	"City of Edinburgh"	"S12000036"	"Total ULEVs"	714
2018 Q1	"Clackmannanshire"	"S12000005"	"Total ULEVs"	63
2018 Q1	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	145
2018 Q1	"Dundee City"	"S12000042"	"Total ULEVs"	303
2018 Q1	"East Ayrshire"	"S12000008"	"Total ULEVs"	110
2018 Q1	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	140
2018 Q1	"East Lothian"	"S12000010"	"Total ULEVs"	174
2018 Q1	"East Renfrewshire"	"S12000011"	"Total ULEVs"	172
2018 Q1	"Falkirk"	"S12000014"	"Total ULEVs"	146
2018 Q1	"Fife"	"S12000047"	"Total ULEVs"	506
2018 Q1	"Glasgow City"	"S12000049"	"Total ULEVs"	429
2018 Q1	"Highland"	"S12000017"	"Total ULEVs"	232
2018 Q1	"Inverclyde"	"S12000018"	"Total ULEVs"	57
2018 Q1	"Midlothian"	"S12000019"	"Total ULEVs"	134
2018 Q1	"Moray"	"S12000020"	"Total ULEVs"	69
2018 Q1	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	23
2018 Q1	"North Ayrshire"	"S12000021"	"Total ULEVs"	104
2018 Q1	"North Lanarkshire"	"S12000050"	"Total ULEVs"	240
2018 Q1	"Orkney Islands"	"S12000023"	"Total ULEVs"	185
2018 Q1	"Perth and Kinross"	"S12000048"	"Total ULEVs"	286
2018 Q1	"Renfrewshire"	"S12000038"	"Total ULEVs"	1325
2018 Q1	"Scottish Borders"	"S12000026"	"Total ULEVs"	199
2018 Q1	"Shetland Islands"	"S12000027"	"Total ULEVs"	42
2018 Q1	"South Ayrshire"	"S12000028"	"Total ULEVs"	111
2018 Q1	"South Lanarkshire"	"S12000029"	"Total ULEVs"	340
2018 Q1	"Stirling"	"S12000030"	"Total ULEVs"	678
2018 Q1	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	69
2018 Q1	"West Lothian"	"S12000040"	"Total ULEVs"	216
2017 Q4	"Aberdeen City"	"S12000033"	"Total ULEVs"	318
2017 Q4	"Aberdeenshire"	"S12000034"	"Total ULEVs"	417
2017 Q4	"Angus"	"S12000041"	"Total ULEVs"	136
2017 Q4	"Argyll and Bute"	"S12000035"	"Total ULEVs"	111
2017 Q4	"City of Edinburgh"	"S12000036"	"Total ULEVs"	665
2017 Q4	"Clackmannanshire"	"S12000005"	"Total ULEVs"	59
2017 Q4	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	129
2017 Q4	"Dundee City"	"S12000042"	"Total ULEVs"	277
2017 Q4	"East Ayrshire"	"S12000008"	"Total ULEVs"	99
2017 Q4	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	111
2017 Q4	"East Lothian"	"S12000010"	"Total ULEVs"	161
2017 Q4	"East Renfrewshire"	"S12000011"	"Total ULEVs"	155
2017 Q4	"Falkirk"	"S12000014"	"Total ULEVs"	126
2017 Q4	"Fife"	"S12000047"	"Total ULEVs"	457
2017 Q4	"Glasgow City"	"S12000049"	"Total ULEVs"	390
2017 Q4	"Highland"	"S12000017"	"Total ULEVs"	204
2017 Q4	"Inverclyde"	"S12000018"	"Total ULEVs"	52
2017 Q4	"Midlothian"	"S12000019"	"Total ULEVs"	119
2017 Q4	"Moray"	"S12000020"	"Total ULEVs"	61
2017 Q4	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	19
2017 Q4	"North Ayrshire"	"S12000021"	"Total ULEVs"	92
2017 Q4	"North Lanarkshire"	"S12000050"	"Total ULEVs"	228
2017 Q4	"Orkney Islands"	"S12000023"	"Total ULEVs"	172
2017 Q4	"Perth and Kinross"	"S12000048"	"Total ULEVs"	250
2017 Q4	"Renfrewshire"	"S12000038"	"Total ULEVs"	1089
2017 Q4	"Scottish Borders"	"S12000026"	"Total ULEVs"	180
2017 Q4	"Shetland Islands"	"S12000027"	"Total ULEVs"	37
2017 Q4	"South Ayrshire"	"S12000028"	"Total ULEVs"	104
2017 Q4	"South Lanarkshire"	"S12000029"	"Total ULEVs"	323
2017 Q4	"Stirling"	"S12000030"	"Total ULEVs"	607
2017 Q4	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	55
2017 Q4	"West Lothian"	"S12000040"	"Total ULEVs"	196
2017 Q3	"Aberdeen City"	"S12000033"	"Total ULEVs"	291
2017 Q3	"Aberdeenshire"	"S12000034"	"Total ULEVs"	382
2017 Q3	"Angus"	"S12000041"	"Total ULEVs"	131
2017 Q3	"Argyll and Bute"	"S12000035"	"Total ULEVs"	88
2017 Q3	"City of Edinburgh"	"S12000036"	"Total ULEVs"	588
2017 Q3	"Clackmannanshire"	"S12000005"	"Total ULEVs"	57
2017 Q3	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	116
2017 Q3	"Dundee City"	"S12000042"	"Total ULEVs"	272
2017 Q3	"East Ayrshire"	"S12000008"	"Total ULEVs"	91
2017 Q3	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	96
2017 Q3	"East Lothian"	"S12000010"	"Total ULEVs"	143
2017 Q3	"East Renfrewshire"	"S12000011"	"Total ULEVs"	155
2017 Q3	"Falkirk"	"S12000014"	"Total ULEVs"	119
2017 Q3	"Fife"	"S12000047"	"Total ULEVs"	441
2017 Q3	"Glasgow City"	"S12000049"	"Total ULEVs"	363
2017 Q3	"Highland"	"S12000017"	"Total ULEVs"	189
2017 Q3	"Inverclyde"	"S12000018"	"Total ULEVs"	45
2017 Q3	"Midlothian"	"S12000019"	"Total ULEVs"	113
2017 Q3	"Moray"	"S12000020"	"Total ULEVs"	57
2017 Q3	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	20
2017 Q3	"North Ayrshire"	"S12000021"	"Total ULEVs"	91
2017 Q3	"North Lanarkshire"	"S12000050"	"Total ULEVs"	219
2017 Q3	"Orkney Islands"	"S12000023"	"Total ULEVs"	159
2017 Q3	"Perth and Kinross"	"S12000048"	"Total ULEVs"	235
2017 Q3	"Renfrewshire"	"S12000038"	"Total ULEVs"	954
2017 Q3	"Scottish Borders"	"S12000026"	"Total ULEVs"	158
2017 Q3	"Shetland Islands"	"S12000027"	"Total ULEVs"	36
2017 Q3	"South Ayrshire"	"S12000028"	"Total ULEVs"	91
2017 Q3	"South Lanarkshire"	"S12000029"	"Total ULEVs"	311
2017 Q3	"Stirling"	"S12000030"	"Total ULEVs"	549
2017 Q3	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	51
2017 Q3	"West Lothian"	"S12000040"	"Total ULEVs"	174
2017 Q2	"Aberdeen City"	"S12000033"	"Total ULEVs"	263
2017 Q2	"Aberdeenshire"	"S12000034"	"Total ULEVs"	340
2017 Q2	"Angus"	"S12000041"	"Total ULEVs"	113
2017 Q2	"Argyll and Bute"	"S12000035"	"Total ULEVs"	83
2017 Q2	"City of Edinburgh"	"S12000036"	"Total ULEVs"	523
2017 Q2	"Clackmannanshire"	"S12000005"	"Total ULEVs"	53
2017 Q2	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	101
2017 Q2	"Dundee City"	"S12000042"	"Total ULEVs"	249
2017 Q2	"East Ayrshire"	"S12000008"	"Total ULEVs"	89
2017 Q2	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	86
2017 Q2	"East Lothian"	"S12000010"	"Total ULEVs"	119
2017 Q2	"East Renfrewshire"	"S12000011"	"Total ULEVs"	135
2017 Q2	"Falkirk"	"S12000014"	"Total ULEVs"	108
2017 Q2	"Fife"	"S12000047"	"Total ULEVs"	399
2017 Q2	"Glasgow City"	"S12000049"	"Total ULEVs"	346
2017 Q2	"Highland"	"S12000017"	"Total ULEVs"	170
2017 Q2	"Inverclyde"	"S12000018"	"Total ULEVs"	36
2017 Q2	"Midlothian"	"S12000019"	"Total ULEVs"	99
2017 Q2	"Moray"	"S12000020"	"Total ULEVs"	49
2017 Q2	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	20
2017 Q2	"North Ayrshire"	"S12000021"	"Total ULEVs"	83
2017 Q2	"North Lanarkshire"	"S12000050"	"Total ULEVs"	208
2017 Q2	"Orkney Islands"	"S12000023"	"Total ULEVs"	140
2017 Q2	"Perth and Kinross"	"S12000048"	"Total ULEVs"	205
2017 Q2	"Renfrewshire"	"S12000038"	"Total ULEVs"	732
2017 Q2	"Scottish Borders"	"S12000026"	"Total ULEVs"	138
2017 Q2	"Shetland Islands"	"S12000027"	"Total ULEVs"	35
2017 Q2	"South Ayrshire"	"S12000028"	"Total ULEVs"	85
2017 Q2	"South Lanarkshire"	"S12000029"	"Total ULEVs"	295
2017 Q2	"Stirling"	"S12000030"	"Total ULEVs"	468
2017 Q2	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	51
2017 Q2	"West Lothian"	"S12000040"	"Total ULEVs"	153
2017 Q1	"Aberdeen City"	"S12000033"	"Total ULEVs"	249
2017 Q1	"Aberdeenshire"	"S12000034"	"Total ULEVs"	302
2017 Q1	"Angus"	"S12000041"	"Total ULEVs"	101
2017 Q1	"Argyll and Bute"	"S12000035"	"Total ULEVs"	79
2017 Q1	"City of Edinburgh"	"S12000036"	"Total ULEVs"	442
2017 Q1	"Clackmannanshire"	"S12000005"	"Total ULEVs"	46
2017 Q1	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	92
2017 Q1	"Dundee City"	"S12000042"	"Total ULEVs"	235
2017 Q1	"East Ayrshire"	"S12000008"	"Total ULEVs"	79
2017 Q1	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	76
2017 Q1	"East Lothian"	"S12000010"	"Total ULEVs"	109
2017 Q1	"East Renfrewshire"	"S12000011"	"Total ULEVs"	113
2017 Q1	"Falkirk"	"S12000014"	"Total ULEVs"	101
2017 Q1	"Fife"	"S12000047"	"Total ULEVs"	370
2017 Q1	"Glasgow City"	"S12000049"	"Total ULEVs"	317
2017 Q1	"Highland"	"S12000017"	"Total ULEVs"	155
2017 Q1	"Inverclyde"	"S12000018"	"Total ULEVs"	33
2017 Q1	"Midlothian"	"S12000019"	"Total ULEVs"	95
2017 Q1	"Moray"	"S12000020"	"Total ULEVs"	40
2017 Q1	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	18
2017 Q1	"North Ayrshire"	"S12000021"	"Total ULEVs"	85
2017 Q1	"North Lanarkshire"	"S12000050"	"Total ULEVs"	205
2017 Q1	"Orkney Islands"	"S12000023"	"Total ULEVs"	121
2017 Q1	"Perth and Kinross"	"S12000048"	"Total ULEVs"	180
2017 Q1	"Renfrewshire"	"S12000038"	"Total ULEVs"	645
2017 Q1	"Scottish Borders"	"S12000026"	"Total ULEVs"	135
2017 Q1	"Shetland Islands"	"S12000027"	"Total ULEVs"	32
2017 Q1	"South Ayrshire"	"S12000028"	"Total ULEVs"	88
2017 Q1	"South Lanarkshire"	"S12000029"	"Total ULEVs"	263
2017 Q1	"Stirling"	"S12000030"	"Total ULEVs"	404
2017 Q1	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	48
2017 Q1	"West Lothian"	"S12000040"	"Total ULEVs"	137
2016 Q4	"Aberdeen City"	"S12000033"	"Total ULEVs"	231
2016 Q4	"Aberdeenshire"	"S12000034"	"Total ULEVs"	264
2016 Q4	"Angus"	"S12000041"	"Total ULEVs"	93
2016 Q4	"Argyll and Bute"	"S12000035"	"Total ULEVs"	67
2016 Q4	"City of Edinburgh"	"S12000036"	"Total ULEVs"	389
2016 Q4	"Clackmannanshire"	"S12000005"	"Total ULEVs"	44
2016 Q4	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	81
2016 Q4	"Dundee City"	"S12000042"	"Total ULEVs"	217
2016 Q4	"East Ayrshire"	"S12000008"	"Total ULEVs"	65
2016 Q4	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	65
2016 Q4	"East Lothian"	"S12000010"	"Total ULEVs"	95
2016 Q4	"East Renfrewshire"	"S12000011"	"Total ULEVs"	95
2016 Q4	"Falkirk"	"S12000014"	"Total ULEVs"	84
2016 Q4	"Fife"	"S12000047"	"Total ULEVs"	336
2016 Q4	"Glasgow City"	"S12000049"	"Total ULEVs"	298
2016 Q4	"Highland"	"S12000017"	"Total ULEVs"	145
2016 Q4	"Inverclyde"	"S12000018"	"Total ULEVs"	35
2016 Q4	"Midlothian"	"S12000019"	"Total ULEVs"	78
2016 Q4	"Moray"	"S12000020"	"Total ULEVs"	35
2016 Q4	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	16
2016 Q4	"North Ayrshire"	"S12000021"	"Total ULEVs"	78
2016 Q4	"North Lanarkshire"	"S12000050"	"Total ULEVs"	190
2016 Q4	"Orkney Islands"	"S12000023"	"Total ULEVs"	109
2016 Q4	"Perth and Kinross"	"S12000048"	"Total ULEVs"	152
2016 Q4	"Renfrewshire"	"S12000038"	"Total ULEVs"	530
2016 Q4	"Scottish Borders"	"S12000026"	"Total ULEVs"	121
2016 Q4	"Shetland Islands"	"S12000027"	"Total ULEVs"	27
2016 Q4	"South Ayrshire"	"S12000028"	"Total ULEVs"	78
2016 Q4	"South Lanarkshire"	"S12000029"	"Total ULEVs"	236
2016 Q4	"Stirling"	"S12000030"	"Total ULEVs"	322
2016 Q4	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	42
2016 Q4	"West Lothian"	"S12000040"	"Total ULEVs"	128
2016 Q3	"Aberdeen City"	"S12000033"	"Total ULEVs"	215
2016 Q3	"Aberdeenshire"	"S12000034"	"Total ULEVs"	241
2016 Q3	"Angus"	"S12000041"	"Total ULEVs"	82
2016 Q3	"Argyll and Bute"	"S12000035"	"Total ULEVs"	66
2016 Q3	"City of Edinburgh"	"S12000036"	"Total ULEVs"	349
2016 Q3	"Clackmannanshire"	"S12000005"	"Total ULEVs"	35
2016 Q3	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	77
2016 Q3	"Dundee City"	"S12000042"	"Total ULEVs"	208
2016 Q3	"East Ayrshire"	"S12000008"	"Total ULEVs"	56
2016 Q3	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	63
2016 Q3	"East Lothian"	"S12000010"	"Total ULEVs"	87
2016 Q3	"East Renfrewshire"	"S12000011"	"Total ULEVs"	83
2016 Q3	"Falkirk"	"S12000014"	"Total ULEVs"	80
2016 Q3	"Fife"	"S12000047"	"Total ULEVs"	305
2016 Q3	"Glasgow City"	"S12000049"	"Total ULEVs"	285
2016 Q3	"Highland"	"S12000017"	"Total ULEVs"	139
2016 Q3	"Inverclyde"	"S12000018"	"Total ULEVs"	29
2016 Q3	"Midlothian"	"S12000019"	"Total ULEVs"	77
2016 Q3	"Moray"	"S12000020"	"Total ULEVs"	34
2016 Q3	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	16
2016 Q3	"North Ayrshire"	"S12000021"	"Total ULEVs"	74
2016 Q3	"North Lanarkshire"	"S12000050"	"Total ULEVs"	175
2016 Q3	"Orkney Islands"	"S12000023"	"Total ULEVs"	99
2016 Q3	"Perth and Kinross"	"S12000048"	"Total ULEVs"	149
2016 Q3	"Renfrewshire"	"S12000038"	"Total ULEVs"	491
2016 Q3	"Scottish Borders"	"S12000026"	"Total ULEVs"	118
2016 Q3	"Shetland Islands"	"S12000027"	"Total ULEVs"	24
2016 Q3	"South Ayrshire"	"S12000028"	"Total ULEVs"	80
2016 Q3	"South Lanarkshire"	"S12000029"	"Total ULEVs"	222
2016 Q3	"Stirling"	"S12000030"	"Total ULEVs"	272
2016 Q3	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	42
2016 Q3	"West Lothian"	"S12000040"	"Total ULEVs"	113
2016 Q2	"Aberdeen City"	"S12000033"	"Total ULEVs"	193
2016 Q2	"Aberdeenshire"	"S12000034"	"Total ULEVs"	220
2016 Q2	"Angus"	"S12000041"	"Total ULEVs"	76
2016 Q2	"Argyll and Bute"	"S12000035"	"Total ULEVs"	60
2016 Q2	"City of Edinburgh"	"S12000036"	"Total ULEVs"	304
2016 Q2	"Clackmannanshire"	"S12000005"	"Total ULEVs"	28
2016 Q2	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	69
2016 Q2	"Dundee City"	"S12000042"	"Total ULEVs"	191
2016 Q2	"East Ayrshire"	"S12000008"	"Total ULEVs"	52
2016 Q2	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	53
2016 Q2	"East Lothian"	"S12000010"	"Total ULEVs"	85
2016 Q2	"East Renfrewshire"	"S12000011"	"Total ULEVs"	79
2016 Q2	"Falkirk"	"S12000014"	"Total ULEVs"	70
2016 Q2	"Fife"	"S12000047"	"Total ULEVs"	269
2016 Q2	"Glasgow City"	"S12000049"	"Total ULEVs"	269
2016 Q2	"Highland"	"S12000017"	"Total ULEVs"	112
2016 Q2	"Inverclyde"	"S12000018"	"Total ULEVs"	26
2016 Q2	"Midlothian"	"S12000019"	"Total ULEVs"	65
2016 Q2	"Moray"	"S12000020"	"Total ULEVs"	31
2016 Q2	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	15
2016 Q2	"North Ayrshire"	"S12000021"	"Total ULEVs"	72
2016 Q2	"North Lanarkshire"	"S12000050"	"Total ULEVs"	153
2016 Q2	"Orkney Islands"	"S12000023"	"Total ULEVs"	89
2016 Q2	"Perth and Kinross"	"S12000048"	"Total ULEVs"	126
2016 Q2	"Renfrewshire"	"S12000038"	"Total ULEVs"	416
2016 Q2	"Scottish Borders"	"S12000026"	"Total ULEVs"	111
2016 Q2	"Shetland Islands"	"S12000027"	"Total ULEVs"	22
2016 Q2	"South Ayrshire"	"S12000028"	"Total ULEVs"	79
2016 Q2	"South Lanarkshire"	"S12000029"	"Total ULEVs"	202
2016 Q2	"Stirling"	"S12000030"	"Total ULEVs"	230
2016 Q2	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	39
2016 Q2	"West Lothian"	"S12000040"	"Total ULEVs"	106
2016 Q1	"Aberdeen City"	"S12000033"	"Total ULEVs"	174
2016 Q1	"Aberdeenshire"	"S12000034"	"Total ULEVs"	197
2016 Q1	"Angus"	"S12000041"	"Total ULEVs"	74
2016 Q1	"Argyll and Bute"	"S12000035"	"Total ULEVs"	56
2016 Q1	"City of Edinburgh"	"S12000036"	"Total ULEVs"	272
2016 Q1	"Clackmannanshire"	"S12000005"	"Total ULEVs"	20
2016 Q1	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	65
2016 Q1	"Dundee City"	"S12000042"	"Total ULEVs"	184
2016 Q1	"East Ayrshire"	"S12000008"	"Total ULEVs"	47
2016 Q1	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	42
2016 Q1	"East Lothian"	"S12000010"	"Total ULEVs"	80
2016 Q1	"East Renfrewshire"	"S12000011"	"Total ULEVs"	66
2016 Q1	"Falkirk"	"S12000014"	"Total ULEVs"	63
2016 Q1	"Fife"	"S12000047"	"Total ULEVs"	249
2016 Q1	"Glasgow City"	"S12000049"	"Total ULEVs"	442
2016 Q1	"Highland"	"S12000017"	"Total ULEVs"	102
2016 Q1	"Inverclyde"	"S12000018"	"Total ULEVs"	22
2016 Q1	"Midlothian"	"S12000019"	"Total ULEVs"	64
2016 Q1	"Moray"	"S12000020"	"Total ULEVs"	27
2016 Q1	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	13
2016 Q1	"North Ayrshire"	"S12000021"	"Total ULEVs"	71
2016 Q1	"North Lanarkshire"	"S12000050"	"Total ULEVs"	150
2016 Q1	"Orkney Islands"	"S12000023"	"Total ULEVs"	83
2016 Q1	"Perth and Kinross"	"S12000048"	"Total ULEVs"	105
2016 Q1	"Renfrewshire"	"S12000038"	"Total ULEVs"	124
2016 Q1	"Scottish Borders"	"S12000026"	"Total ULEVs"	97
2016 Q1	"Shetland Islands"	"S12000027"	"Total ULEVs"	24
2016 Q1	"South Ayrshire"	"S12000028"	"Total ULEVs"	79
2016 Q1	"South Lanarkshire"	"S12000029"	"Total ULEVs"	187
2016 Q1	"Stirling"	"S12000030"	"Total ULEVs"	190
2016 Q1	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	23
2016 Q1	"West Lothian"	"S12000040"	"Total ULEVs"	94
2015 Q4	"Aberdeen City"	"S12000033"	"Total ULEVs"	154
2015 Q4	"Aberdeenshire"	"S12000034"	"Total ULEVs"	174
2015 Q4	"Angus"	"S12000041"	"Total ULEVs"	66
2015 Q4	"Argyll and Bute"	"S12000035"	"Total ULEVs"	47
2015 Q4	"City of Edinburgh"	"S12000036"	"Total ULEVs"	234
2015 Q4	"Clackmannanshire"	"S12000005"	"Total ULEVs"	18
2015 Q4	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	57
2015 Q4	"Dundee City"	"S12000042"	"Total ULEVs"	169
2015 Q4	"East Ayrshire"	"S12000008"	"Total ULEVs"	37
2015 Q4	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	37
2015 Q4	"East Lothian"	"S12000010"	"Total ULEVs"	61
2015 Q4	"East Renfrewshire"	"S12000011"	"Total ULEVs"	48
2015 Q4	"Falkirk"	"S12000014"	"Total ULEVs"	56
2015 Q4	"Fife"	"S12000047"	"Total ULEVs"	201
2015 Q4	"Glasgow City"	"S12000049"	"Total ULEVs"	441
2015 Q4	"Highland"	"S12000017"	"Total ULEVs"	94
2015 Q4	"Inverclyde"	"S12000018"	"Total ULEVs"	18
2015 Q4	"Midlothian"	"S12000019"	"Total ULEVs"	64
2015 Q4	"Moray"	"S12000020"	"Total ULEVs"	27
2015 Q4	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	12
2015 Q4	"North Ayrshire"	"S12000021"	"Total ULEVs"	60
2015 Q4	"North Lanarkshire"	"S12000050"	"Total ULEVs"	127
2015 Q4	"Orkney Islands"	"S12000023"	"Total ULEVs"	73
2015 Q4	"Perth and Kinross"	"S12000048"	"Total ULEVs"	90
2015 Q4	"Renfrewshire"	"S12000038"	"Total ULEVs"	111
2015 Q4	"Scottish Borders"	"S12000026"	"Total ULEVs"	86
2015 Q4	"Shetland Islands"	"S12000027"	"Total ULEVs"	17
2015 Q4	"South Ayrshire"	"S12000028"	"Total ULEVs"	59
2015 Q4	"South Lanarkshire"	"S12000029"	"Total ULEVs"	174
2015 Q4	"Stirling"	"S12000030"	"Total ULEVs"	133
2015 Q4	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	22
2015 Q4	"West Lothian"	"S12000040"	"Total ULEVs"	83
2015 Q3	"Aberdeen City"	"S12000033"	"Total ULEVs"	136
2015 Q3	"Aberdeenshire"	"S12000034"	"Total ULEVs"	144
2015 Q3	"Angus"	"S12000041"	"Total ULEVs"	63
2015 Q3	"Argyll and Bute"	"S12000035"	"Total ULEVs"	41
2015 Q3	"City of Edinburgh"	"S12000036"	"Total ULEVs"	203
2015 Q3	"Clackmannanshire"	"S12000005"	"Total ULEVs"	16
2015 Q3	"Dumfries and Galloway"	"S12000006"	"Total ULEVs"	54
2015 Q3	"Dundee City"	"S12000042"	"Total ULEVs"	154
2015 Q3	"East Ayrshire"	"S12000008"	"Total ULEVs"	33
2015 Q3	"East Dunbartonshire"	"S12000045"	"Total ULEVs"	37
2015 Q3	"East Lothian"	"S12000010"	"Total ULEVs"	55
2015 Q3	"East Renfrewshire"	"S12000011"	"Total ULEVs"	44
2015 Q3	"Falkirk"	"S12000014"	"Total ULEVs"	46
2015 Q3	"Fife"	"S12000047"	"Total ULEVs"	181
2015 Q3	"Glasgow City"	"S12000049"	"Total ULEVs"	378
2015 Q3	"Highland"	"S12000017"	"Total ULEVs"	77
2015 Q3	"Inverclyde"	"S12000018"	"Total ULEVs"	18
2015 Q3	"Midlothian"	"S12000019"	"Total ULEVs"	51
2015 Q3	"Moray"	"S12000020"	"Total ULEVs"	23
2015 Q3	"Na h-Eileanan Siar"	"S12000013"	"Total ULEVs"	10
2015 Q3	"North Ayrshire"	"S12000021"	"Total ULEVs"	56
2015 Q3	"North Lanarkshire"	"S12000050"	"Total ULEVs"	112
2015 Q3	"Orkney Islands"	"S12000023"	"Total ULEVs"	68
2015 Q3	"Perth and Kinross"	"S12000048"	"Total ULEVs"	73
2015 Q3	"Renfrewshire"	"S12000038"	"Total ULEVs"	98
2015 Q3	"Scottish Borders"	"S12000026"	"Total ULEVs"	77
2015 Q3	"Shetland Islands"	"S12000027"	"Total ULEVs"	16
2015 Q3	"South Ayrshire"	"S12000028"	"Total ULEVs"	55
2015 Q3	"South Lanarkshire"	"S12000029"	"Total ULEVs"	156
2015 Q3	"Stirling"	"S12000030"	"Total ULEVs"	105
2015 Q3	"West Dunbartonshire"	"S12000039"	"Total ULEVs"	20
2015 Q3	"West Lothian"	"S12000040"	"Total ULEVs"	74
2015 Q2	"Aberdeen City"	"S12000033"	"Total ULEVs"	115
2015 Q2	"Aberdeenshire"	"S12000034"	"Total ULEVs"	123
2015 Q2	"Angus"	"S12000041"	"Total ULEVs"	57
2015 Q2	"Argyll and Bute"	"S12000035"	"Total ULEVs"	33
2015 Q2	"City of Edinburgh"	"S12000036"	"Total ULEVs"	182
